OBJECTID,Time,budget_year,Group_Section,department,DIVISION,DEPARTMENT_DESCRIPTION,fund_code,FUND_DESCRIPTION,account_type,account_category,ACCOUNT_DESCRIPTION,amount
771,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Other Services and Supplies,Food - Animal Consumption,40000
772,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,City Property,Equipment,38725
773,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Other Services and Supplies,Department Budget Reduction,-125000
774,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Supplies,2000
775,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,4000
776,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Other Services and Supplies,Medical & Veterinary Supplies,73000
777,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Other Services and Supplies,General Supply,21000
778,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Employee Services,Regular Hours,791123
779,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Employee Services,Vacation,6000
780,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Employee Services,State Unemployment Insurance,3570
781,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Revenues,"Charges, Fees, and Services",Animal Shelter Fees and Charge,230000
782,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Revenues,"Charges, Fees, and Services",Service Fees,10000
783,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Employee Services,Insurance Contribution,160836
784,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Employee Services,PERS Retirement,114072
785,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Employee Services,Deferred Compensation No 1,5531
786,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Employee Services,FICA - OASDI,49050
787,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Other Services and Supplies,Contracted Instructional Svcs,2500
788,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Other Services and Supplies,Other Technical Services,48000
789,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Other Services and Supplies,Security Services,2500
790,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Other Services and Supplies,Other Professional Services,12800
791,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,10500
792,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Other Services and Supplies,Meals,300
793,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Employee Services,Worker's Compensation,26745
794,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Employee Services,Clothing and Uniforms,4000
795,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Employee Services,Medicare Insurance,11471
796,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,1000
797,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Other Services and Supplies,Safety Equipment,600
798,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Other Services and Supplies,Postage,200
799,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care / Shelter,General Funds,General Fund,Expenses,Other Services and Supplies,Other Travel Expenses,500
800,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Vet Clinic,General Funds,General Fund,Expenses,Other Services and Supplies,Veterinarian Services,65600
801,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Vet Clinic,General Funds,General Fund,Expenses,Other Services and Supplies,Contracted Instructional Svcs,600
802,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Vet Clinic,General Funds,General Fund,Expenses,Other Services and Supplies,Other Professional Services,1500
803,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Vet Clinic,General Funds,General Fund,Expenses,Employee Services,Clothing and Uniforms,400
804,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Vet Clinic,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,300
805,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Vet Clinic,General Funds,General Fund,Expenses,Other Services and Supplies,Postage,400
806,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Vet Clinic,General Funds,General Fund,Expenses,Other Services and Supplies,Safety Equipment,200
807,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Vet Clinic,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Supplies,500
808,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Vet Clinic,General Funds,General Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,1000
809,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Vet Clinic,General Funds,General Fund,Expenses,Other Services and Supplies,Medical & Veterinary Supplies,26000
810,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Vet Clinic,General Funds,General Fund,Expenses,Other Services and Supplies,General Supply,3000
811,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Volunteer/Outreach,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,500
812,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Volunteer/Outreach,General Funds,General Fund,Expenses,Other Services and Supplies,Postage,200
813,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Volunteer/Outreach,General Funds,General Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,250
814,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Volunteer/Outreach,General Funds,General Fund,Expenses,Other Services and Supplies,General Supply,1000
815,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Utilities Exp,62000
816,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Cellular Telephone,500
817,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Administration,General Funds,General Fund,Expenses,Labor and Supply Offset,Central Services Mail Charges,7000
818,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Administration,General Funds,General Fund,Expenses,City Property,Computer Equipment,11115
819,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Administration,General Funds,General Fund,Expenses,Employee Services,Medicare Insurance,6428
820,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Administration,General Funds,General Fund,Expenses,Employee Services,State Unemployment Insurance,1680
821,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,11000
822,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Safety Equipment,150
823,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Printing And Binding,1000
824,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Other Travel Expenses,250
825,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Lodging,600
826,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,1690
827,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Memberships Licenses and Dues,300
828,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Supplies,10000
829,2015,FY2014_15,Operating,General Services,Animal Care Services Division,Animal Care Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Custodial Services,10250
