OBJECTID,Time,budget_year,Group_Section,department,DIVISION,DEPARTMENT_DESCRIPTION,fund_code,FUND_DESCRIPTION,account_type,account_category,ACCOUNT_DESCRIPTION,amount
11811,2016,FY2015_16,Public Safety,Police,Field Services Division,Training,General Funds,General Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,-281
11812,2016,FY2015_16,Public Safety,Police,Field Services Division,Training,General Funds,General Fund,Expenses,Other Services and Supplies,Other Travel Expenses,93651
11813,2016,FY2015_16,Public Safety,Police,Field Services Division,Training,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Land And Buildings,198530
11814,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Other Services and Supplies,Postage,500
11815,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,2250
11816,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Employee Services,Out Of Class,10
11817,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Employee Services,Regular Hours,2247737
11818,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Employee Services,Overtime,16500
11819,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Employee Services,Deferred Compensation No 1,45284
11820,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Employee Services,Longevity,600
11821,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Employee Services,In Lieu Vacation,685
11822,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Employee Services,Insurance Contribution,296838
11823,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Employee Services,Holiday Credit Used,2475
11824,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Employee Services,On Call,5000
11825,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Employee Services,Night Shift,21993
11826,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Employee Services,Bus Passes,200
11827,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Employee Services,FICA - OASDI,128077
11828,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Employee Services,Automobile Allowance,600
11829,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Employee Services,PERS Retirement,382215
11830,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Employee Services,Management Leave Pay Off,548
11831,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Employee Services,Worker's Compensation,33010
11832,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Employee Services,State Unemployment Insurance,5460
11833,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Employee Services,Clothing and Uniforms,832
11834,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Employee Services,Medicare Insurance,32592
11835,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Software,20000
11836,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Supplies,38000
11837,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,5610
11838,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Other Services and Supplies,Data Processing Services,130000
11839,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,2345
11840,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,-2345
11841,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Transfers,Cost Reimb-Emp Svces-Credit,-272360
11842,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,City Property,Computer Equipment,123129
11843,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Other Services and Supplies,Equipment Maintenance and Repair,2345
11844,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Software Maintenance,332721
11845,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Hardware Maintenance,15000
11846,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Equipment,4000
11847,2016,FY2015_16,Public Safety,Police,Field Services Division,Public Safety Information Tech,General Funds,General Fund,Expenses,Employee Services,EPERC,-12200
11848,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Other Services and Supplies,Other Technical Services,6400
11849,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Vehicles,2490
11850,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Equipment,29208
11851,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Other Services and Supplies,Scientific And Technical Supply,1100
11852,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Other Services and Supplies,Safety Equipment,13280
11853,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Other Services and Supplies,Mechanical Supplies,690
11854,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Other Services and Supplies,Paint Supplies,230
11855,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Employee Services,EPERC,-2559
11856,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Other Services and Supplies,Other Travel Expenses,422
11857,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,165115
11858,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Employee Services,Regular Hours,483363
11859,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Employee Services,Overtime,3550
11860,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Employee Services,Deferred Compensation No 1,3323
11861,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Employee Services,Longevity,700
11862,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Employee Services,Insurance Contribution,65035
11863,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Employee Services,Medicare Insurance,7009
11864,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Employee Services,FICA - OASDI,29968
11865,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Employee Services,Automobile Allowance,600
11866,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Employee Services,PERS Retirement,52652
11867,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Employee Services,Worker's Compensation,16350
11868,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,1562
11869,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Employee Services,State Unemployment Insurance,3784
11870,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Other Services and Supplies,Fuel,1707627
11871,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Other Services and Supplies,Food - Food Programs,1000
11872,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Other Services and Supplies,Contracted Instructional Svcs,1000
11873,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,26899
11874,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Other Services and Supplies,Custodial Services,42000
11875,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Labor and Supply Offset,Service and Supply Reimbursement,-2890
11876,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Labor and Supply Offset,Service and Supply Reimbursement,-9110
11877,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Labor and Supply Offset,Measure U Labor Reimbursement,-78200
11878,2016,FY2015_16,Public Safety,Police,Field Services Division,Police Fleet Management,General Funds,General Fund,Expenses,Labor and Supply Offset,Measure U Labor Reimbursement,78200
