budget_year,account_type,department,division,org_code,org_description,fund,fund_code,account_category,account_code,account_description,amount
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Other Purchased Services,E_458040,Other Travel Expenses,-1025
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,General Supplies,E_461010,Postage,-513
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,General Supplies,E_461020,Office Supplies,-44500
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,General Supplies,E_461070,Safety Equipment,-1025
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,General Supplies,E_461200,Computer Supplies,-13213
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,General Supplies,E_461210,Computer Software,-12755
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,General Supplies,E_461220,General Supply,-1200
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Books and Periodicals,E_464010,Books & Periodicals,-1025
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Other Objects,E_481150,Memberships Licenses and Dues,-15375
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Employee Benefits,E_413130,Longevity,1100
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,113001
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Other Purchased Services,E_453010,Telephone,6450
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Other Purchased Services,E_453020,Cellular Telephone,2431
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Other Purchased Services,E_458010,Transportation,1688
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Other Purchased Services,E_458020,Meals,4339
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Other Purchased Services,E_458040,Other Travel Expenses,2893
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Property Accounts,E_474220,Vehicle Accessories,2400
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Property Accounts,E_474410,Computer Equipment,5785
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Interfund SerProvided,E_501010,Central Services Mail Charges,33
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Interfund Reimbursement,E_502010,Other Cost Reimbursement - CR,-36413
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Interfund Reimbursement,E_502070,CIP Labor Reimbursement - CR,-1630481
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Interfund Reimbursement,E_502110,CIP Indirect Cost - Credit,-1835782
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Salaries,E_411010,Regular Hours,2842011
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Employee Benefits,E_413150,Insurance Contribution,286406
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Employee Benefits,E_413170,PERS Retirement,465598
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Employee Benefits,E_413EPERC,EPERC,-24588
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Employee Benefits,E_413190,Deferred Compensation No 1,77550
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Employer Paid Taxes,E_415010,FICA - OASDI,169954
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Employer Paid Taxes,E_415015,Medicare Insurance,41209
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Employer Paid Taxes,E_415020,State Unemployment Insurance,6362
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Employer Paid Taxes,E_415030,Worker's Compensation,30899
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Interfund Reimbursement,E_502020,Other Cost Reimbursement - DR,36413
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Employee Benefits,E_413130,Longevity,-1100
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Other Purchased Services,E_458040,Other Travel Expenses,-2893
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Property Accounts,E_474220,Vehicle Accessories,-2400
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Property Accounts,E_474410,Computer Equipment,-5785
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Interfund SerProvided,E_501010,Central Services Mail Charges,-33
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Interfund Reimbursement,E_502010,Other Cost Reimbursement - CR,36413
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Interfund Reimbursement,E_502050,Budgeted Reimbursement - CR,-3371476
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Interfund Reimbursement,E_502070,CIP Labor Reimbursement - CR,1630481
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Interfund Reimbursement,E_502110,CIP Indirect Cost - Credit,1835782
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,-113001
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Other Purchased Services,E_453010,Telephone,-6450
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Other Purchased Services,E_453020,Cellular Telephone,-2431
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Other Purchased Services,E_458010,Transportation,-1688
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Other Purchased Services,E_458020,Meals,-4339
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Employee Benefits,E_413130,Longevity,1100
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,113001
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Other Purchased Services,E_453010,Telephone,6450
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Other Purchased Services,E_453020,Cellular Telephone,2431
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Property Accounts,E_474220,Vehicle Accessories,2400
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Property Accounts,E_474410,Computer Equipment,5785
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Interfund SerProvided,E_501010,Central Services Mail Charges,33
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Interfund Reimbursement,E_502010,Other Cost Reimbursement - CR,-131200
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Labor Adjustments,E_810040,Base Labor Reduction,-3692
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,4877
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Energy and Fuel,E_462020,Fuel,1622
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Interfund Reimbursement,E_502050,Budgeted Reimbursement - CR,3371476
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Interfund Reimbursement,E_502060,Budgeted Reimbursement - DR,67578
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Interfund Reimbursement,E_502050,Budgeted Reimbursement - CR,-180208
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Interfund Reimbursement,E_502010,Other Cost Reimbursement - CR,131200
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Interfund Reimbursement,E_502020,Other Cost Reimbursement - DR,-36413
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Interfund Reimbursement,E_502070,CIP Labor Reimbursement - CR,-1630481
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Interfund Reimbursement,E_502110,CIP Indirect Cost - Credit,-1835782
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Wastewater,Interfund Reimbursement,E_502060,Budgeted Reimbursement - DR,112630
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Employer Paid Taxes,E_415020,State Unemployment Insurance,1680
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,-30000
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Interfund Reimbursement,E_502060,Budgeted Reimbursement - DR,225851
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Wastewater,Interfund Reimbursement,E_502060,Budgeted Reimbursement - DR,265707
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,1626
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Energy and Fuel,E_462020,Fuel,324
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Interfund Reimbursement,E_502050,Budgeted Reimbursement - CR,-491558
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Purchased Prof and Tech Svcs,E_433020,Legal Services,50000
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Other Purchased Services,E_453010,Telephone,-600
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Other Purchased Services,E_453020,Cellular Telephone,600
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Other Objects,E_481150,Memberships Licenses and Dues,9300
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Employer Paid Taxes,E_415030,Worker's Compensation,11318
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,50042
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Other Purchased Services,E_453010,Telephone,2563
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Other Purchased Services,E_453020,Cellular Telephone,513
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Interfund SerProvided,E_501010,Central Services Mail Charges,1708
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Salaries,E_411010,Regular Hours,869765
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Earnings,E_412010,Overtime,10000
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Earnings,E_412060,On Call,5000
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Earnings,E_412070,Out Of Class,1000
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Employee Benefits,E_413130,Longevity,500
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Employee Benefits,E_413150,Insurance Contribution,85816
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Employee Benefits,E_413170,PERS Retirement,143302
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Employee Benefits,E_413EPERC,EPERC,-7604
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Employee Benefits,E_413190,Deferred Compensation No 1,28087
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Employer Paid Taxes,E_415010,FICA - OASDI,50980
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Employer Paid Taxes,E_415015,Medicare Insurance,12611
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Interfund Reimbursement,E_502110,CIP Indirect Cost - Credit,-244106
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,-30000
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Interfund Reimbursement,E_502050,Budgeted Reimbursement - CR,-24442
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Interfund Reimbursement,E_502070,CIP Labor Reimbursement - CR,31476
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Interfund Reimbursement,E_502110,CIP Indirect Cost - Credit,51770
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Water,Interfund Reimbursement,E_502060,Budgeted Reimbursement - DR,24442
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Labor Adjustments,E_810040,Base Labor Reduction,-3458
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,-1000
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Other Purchased Services,E_453010,Telephone,-2000
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Other Purchased Services,E_453030,Communication Lines,2000
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Other Purchased Services,E_458010,Transportation,-500
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,General Supplies,E_461020,Office Supplies,1000
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Salaries,E_411010,Regular Hours,1103882
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Employee Benefits,E_413130,Longevity,500
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Employee Benefits,E_413150,Insurance Contribution,77268
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Employee Benefits,E_413170,PERS Retirement,181875
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Employee Benefits,E_413EPERC,EPERC,-9537
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Employee Benefits,E_413190,Deferred Compensation No 1,30331
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Employer Paid Taxes,E_415010,FICA - OASDI,66246
FY17,Expenses,Utilities,Engineering  & Water Services Division,,,,Storm Drainage,Employer Paid Taxes,E_415015,Medicare Insurance,16006
